Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
32.4,82.2,11.2,16.0,26.0,4.5,1.45,6.8,601,Moderate
28.8,64.9,16.7,27.9,11.7,5.6,0.85,10.9,562,Good
22.0,71.9,6.8,9.7,24.7,7.3,1.06,10.5,542,Good
34.4,71.7,44.0,54.6,30.6,25.9,2.41,3.4,595,Poor
28.6,66.0,0.8,4.2,19.4,7.1,1.11,12.7,490,Good
26.3,73.3,17.7,23.6,35.2,14.1,1.77,6.3,482,Moderate
28.8,74.3,29.9,40.6,26.6,6.9,1.43,5.4,649,Moderate
27.4,76.9,3.2,10.3,13.7,5.9,1.1,10.6,224,Good
40.5,87.4,11.0,17.9,19.4,15.2,1.44,9.4,476,Moderate
46.1,80.5,42.3,58.5,32.1,28.4,2.4,2.7,705,Hazardous
28.3,72.7,4.7,8.4,13.2,5.8,0.94,10.5,246,Good
30.9,78.3,10.5,24.0,35.2,15.4,1.35,11.6,326,Moderate
23.9,65.3,26.1,33.5,22.3,1.4,1.03,12.6,499,Good
38.5,97.0,30.2,54.0,43.1,24.5,2.91,6.6,773,Hazardous
38.5,95.4,66.9,92.3,46.0,15.7,2.63,4.1,654,Hazardous
18.0,44.7,18.5,22.8,21.2,9.6,0.99,16.0,470,Good
29.5,84.6,40.6,51.7,25.4,11.5,1.75,9.5,418,Moderate
30.4,72.1,33.4,43.0,16.9,2.9,1.04,10.3,570,Good
26.3,86.9,4.5,22.1,37.1,11.0,2.22,5.1,556,Poor
34.4,72.7,26.3,39.6,29.3,14.9,1.51,9.0,439,Moderate
28.2,75.8,164.9,168.7,22.9,15.4,1.53,5.5,346,Moderate
41.9,90.1,26.6,50.7,46.3,18.2,2.38,5.1,531,Hazardous
32.8,58.9,30.1,52.0,33.6,22.4,1.73,3.4,476,Poor
27.9,82.5,8.3,24.2,29.0,9.4,1.78,5.6,349,Moderate
25.8,62.0,6.4,8.2,24.8,6.1,0.98,12.1,379,Good
21.4,49.2,5.4,12.6,20.1,4.1,1.08,14.5,351,Good
33.1,77.3,20.9,31.9,42.9,11.7,2.11,4.1,672,Poor
39.1,59.5,47.6,57.2,30.6,16.8,1.89,3.8,450,Poor
37.4,102.3,26.3,36.4,28.4,26.5,1.61,5.7,432,Poor
26.3,60.5,10.0,18.9,24.6,3.7,0.97,10.1,459,Good
40.8,107.1,11.6,37.6,36.7,5.3,1.94,3.0,750,Hazardous
24.0,67.8,1.3,7.0,15.6,3.0,0.98,12.1,415,Good
27.6,44.8,9.8,10.1,19.2,4.9,1.01,10.8,407,Good
21.0,48.0,10.5,14.3,22.3,6.9,1.08,13.5,555,Good
24.4,76.8,10.1,21.3,29.1,18.0,2.17,6.8,464,Poor
27.8,66.9,12.1,14.6,25.5,4.5,1.06,13.9,442,Good
26.5,54.9,0.9,3.5,12.6,6.1,1.01,14.5,368,Good
32.2,87.1,48.1,64.2,29.7,15.3,1.44,5.3,666,Moderate
32.3,77.3,28.8,54.3,21.8,11.2,2.21,5.0,478,Poor
25.8,76.1,51.9,64.4,24.9,16.5,1.93,5.4,708,Moderate
31.5,85.2,11.3,21.9,26.6,9.1,1.2,5.2,676,Moderate
36.4,99.6,56.6,65.3,30.6,21.2,2.9,4.4,699,Hazardous
43.2,64.6,31.2,48.6,36.7,14.7,2.3,3.4,540,Poor
22.8,52.5,10.8,16.0,15.5,9.5,1.07,11.2,489,Good
24.5,64.4,0.6,6.4,10.2,3.8,1.14,13.3,254,Good
27.7,70.0,28.1,31.1,23.0,7.5,0.98,10.0,538,Good
27.8,99.6,27.2,34.4,40.4,18.4,2.06,4.7,611,Poor
32.9,47.7,4.4,14.7,32.1,12.8,1.49,6.1,469,Moderate
34.4,65.1,48.4,58.5,29.6,7.8,1.27,7.1,435,Moderate
24.7,69.8,5.7,8.5,26.4,2.9,1.15,12.4,443,Good
29.2,77.9,12.9,21.4,24.7,12.6,1.39,6.4,640,Moderate
30.8,84.4,34.2,50.3,27.8,16.1,1.3,5.1,416,Moderate
36.0,90.1,29.5,41.4,34.6,13.3,2.12,5.1,760,Poor
21.4,52.4,0.5,7.4,21.1,5.9,0.94,11.4,200,Good
21.1,55.8,28.7,42.8,23.6,6.0,1.52,7.5,424,Moderate
31.6,54.6,1.0,7.7,18.8,3.2,1.05,11.1,208,Good
37.1,100.9,3.5,19.9,46.0,18.4,2.08,6.6,473,Poor
27.3,71.0,8.3,11.9,13.5,11.1,1.13,12.0,390,Good
22.9,50.1,7.0,13.7,12.1,8.4,1.09,13.6,589,Good
23.0,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444,Good
30.1,49.0,7.7,14.5,20.2,7.6,0.98,11.0,465,Good
16.7,52.9,0.0,7.3,19.9,6.9,0.95,11.0,229,Good
46.8,80.7,17.2,36.3,46.6,26.4,2.66,2.5,740,Hazardous
35.9,78.3,2.7,4.1,19.1,10.8,1.41,5.2,620,Moderate
32.7,68.5,0.8,13.2,18.2,4.6,1.38,12.3,478,Moderate
19.8,54.8,4.6,17.5,24.3,14.5,1.52,5.6,637,Moderate
27.4,81.5,18.9,30.4,22.6,12.8,1.55,5.1,341,Moderate
22.7,78.2,7.4,7.5,19.8,5.2,0.86,10.2,255,Good
25.8,40.3,2.2,6.6,24.1,8.2,0.99,10.6,438,Good
26.4,61.3,3.4,6.2,34.9,24.1,1.74,4.4,672,Poor
25.4,74.2,7.8,13.0,28.0,9.8,0.97,12.3,308,Good
39.8,63.6,5.0,19.4,25.1,7.4,2.27,4.5,681,Poor
29.6,53.0,14.8,20.6,22.5,5.5,0.99,11.1,509,Good
28.3,54.8,2.5,15.5,29.3,11.7,1.51,6.1,376,Moderate
26.8,83.0,53.4,69.0,17.6,15.2,1.82,7.5,668,Moderate
36.0,97.3,11.0,20.8,28.5,20.7,1.87,3.9,795,Poor
34.7,74.0,22.5,23.7,40.4,17.1,2.49,5.2,523,Poor
29.3,42.3,20.7,25.3,15.4,6.2,1.0,11.8,524,Good
30.2,53.6,47.4,60.0,23.3,13.5,1.61,5.2,529,Moderate
41.1,110.2,26.6,42.7,26.8,9.0,2.4,8.7,814,Poor
19.5,79.5,60.5,85.9,44.0,21.9,2.68,7.5,689,Hazardous
41.1,70.1,45.2,60.0,28.5,15.7,2.43,6.0,759,Hazardous
36.1,79.0,19.0,27.4,20.5,13.8,1.49,6.9,604,Moderate
23.8,76.4,0.2,7.2,20.3,7.5,1.03,11.3,280,Good
30.2,91.2,6.4,13.6,25.8,10.8,1.54,7.3,685,Moderate
33.3,54.3,21.3,33.9,23.6,2.9,1.35,5.2,585,Moderate
46.0,90.9,11.0,30.8,26.2,15.0,1.78,5.6,736,Poor
26.4,47.9,40.7,57.5,32.1,7.0,1.79,6.1,562,Moderate
32.3,65.9,28.5,38.8,26.4,4.1,1.63,7.5,662,Moderate
25.0,63.5,24.7,27.0,16.1,2.0,0.91,15.9,407,Good
22.3,65.7,1.0,5.7,26.8,3.5,0.91,13.3,282,Good
23.8,51.1,8.8,12.7,14.1,4.3,0.94,13.6,425,Good
24.7,46.2,22.9,25.0,14.4,5.0,0.78,10.1,356,Good
36.3,88.7,13.5,25.7,29.9,6.7,2.02,4.8,739,Poor
19.7,75.2,1.2,5.2,12.8,5.4,0.93,10.7,527,Good
23.3,58.1,5.4,7.4,24.1,7.6,1.28,5.2,538,Moderate
25.3,49.4,19.5,32.0,24.9,7.2,1.73,5.8,426,Moderate
22.6,56.4,0.9,5.2,24.2,2.1,0.77,12.1,406,Good
29.9,68.7,0.5,7.0,11.9,7.5,0.87,13.9,547,Good
36.0,95.2,7.0,21.6,36.2,13.8,1.75,4.5,564,Poor
27.4,36.0,8.8,16.7,22.2,2.5,1.04,11.1,407,Good
35.4,78.9,3.9,15.7,33.5,15.8,1.97,4.9,695,Poor
29.9,78.0,25.4,35.4,37.4,10.6,1.5,6.4,533,Moderate
26.4,72.7,2.4,6.2,20.3,9.0,0.94,10.1,431,Good
17.6,46.1,11.3,15.6,14.2,7.4,0.9,11.7,591,Good
36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615,Poor
34.7,63.4,79.7,92.0,29.9,4.0,1.36,6.1,566,Moderate
25.0,87.2,4.0,6.4,32.9,9.4,1.57,5.9,662,Moderate
41.2,85.9,3.4,21.2,39.6,8.4,2.27,3.5,689,Poor
35.0,81.6,52.5,65.4,32.5,5.0,1.59,8.2,624,Moderate
32.3,83.0,10.2,15.1,27.0,12.7,1.45,5.0,454,Moderate
33.8,50.4,15.2,25.0,23.5,7.9,1.71,6.1,407,Moderate
32.5,71.2,9.2,39.4,38.5,21.3,1.55,4.6,500,Poor
41.6,81.7,0.9,21.9,59.3,10.5,2.07,2.9,633,Hazardous
28.2,89.5,44.9,53.9,29.1,12.1,1.29,6.7,544,Moderate
49.6,91.0,7.6,26.6,42.3,5.7,2.22,3.0,748,Hazardous
21.4,49.5,7.6,15.3,22.7,7.8,0.92,12.5,576,Good
26.4,53.4,23.2,33.9,17.2,9.9,1.29,7.5,392,Moderate
45.0,96.7,71.6,94.8,45.6,29.6,2.04,5.7,642,Hazardous
30.7,77.7,36.5,46.0,24.2,9.1,1.5,6.5,345,Moderate
22.0,69.7,32.0,34.7,28.9,3.8,1.21,10.6,239,Good
35.1,100.9,48.5,69.4,44.6,3.0,2.82,3.1,830,Hazardous
29.4,73.1,9.4,13.7,38.5,5.1,1.59,3.8,438,Poor
33.8,67.8,5.3,6.6,21.4,9.9,1.24,7.5,376,Moderate
27.5,49.8,1.3,9.3,24.8,8.5,1.11,10.7,589,Good
39.1,91.6,139.5,154.6,49.8,17.7,3.32,5.9,566,Hazardous
33.1,61.0,27.7,39.2,25.8,10.2,1.84,4.8,448,Poor
30.9,62.0,3.5,7.3,31.0,10.4,1.36,5.0,297,Moderate
31.7,58.9,36.2,39.9,20.5,5.7,0.94,14.0,565,Good
34.2,62.7,40.0,50.3,23.8,9.3,1.5,5.1,416,Moderate
38.5,87.4,15.6,22.3,37.3,13.7,1.62,7.5,412,Poor
25.9,62.5,2.3,15.8,22.5,9.2,1.31,6.8,430,Moderate
30.4,90.1,4.9,20.7,45.0,23.5,2.29,3.6,681,Hazardous
21.5,72.6,4.5,9.5,22.4,4.7,0.98,12.5,391,Good
27.2,43.8,18.4,23.1,21.5,2.6,1.03,12.1,253,Good
28.2,87.5,2.8,10.6,27.0,8.3,1.77,5.0,538,Moderate
33.6,79.4,18.1,32.1,31.7,15.3,1.86,6.1,691,Poor
26.5,78.9,6.3,18.5,34.9,11.6,1.95,5.0,555,Moderate
27.5,88.9,40.1,68.0,32.1,13.8,2.25,4.8,413,Poor
27.8,67.4,7.3,11.4,13.1,2.3,1.17,13.0,528,Good
22.8,61.5,5.1,14.2,22.1,2.5,0.98,10.7,489,Good
27.0,46.9,30.1,38.5,20.6,2.7,0.91,11.1,263,Good
28.2,54.0,0.3,12.7,28.4,0.8,1.49,8.8,522,Moderate
21.6,63.3,0.3,5.6,20.2,5.1,1.09,10.5,589,Good
25.6,71.2,9.4,12.1,20.3,3.5,0.88,12.9,516,Good
28.6,67.5,0.2,4.9,19.0,4.5,1.04,11.4,444,Good
38.1,69.3,6.5,23.6,41.6,16.5,1.46,6.4,806,Poor
26.3,79.9,3.0,8.1,14.6,9.1,1.02,11.4,347,Good
27.1,87.7,23.2,36.1,24.4,10.5,1.55,6.0,376,Moderate
32.6,67.2,45.4,61.4,27.4,5.2,1.43,7.2,470,Moderate
32.6,71.9,48.0,60.0,30.8,6.8,2.0,5.0,388,Moderate
21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230,Good
29.4,52.2,13.3,18.6,21.1,3.5,1.02,10.3,413,Good
40.0,83.4,5.0,25.6,45.0,14.5,2.4,4.7,927,Hazardous
23.1,43.1,4.1,7.9,22.7,8.0,1.03,10.1,499,Good
44.0,104.8,22.5,48.3,35.8,12.4,2.03,3.4,627,Hazardous
27.0,82.3,67.5,72.3,29.4,20.6,1.53,5.5,673,Moderate
25.0,54.9,3.4,8.8,22.1,5.1,0.85,11.1,465,Good
27.0,48.8,26.6,30.2,13.4,5.6,1.09,11.7,337,Good
27.5,83.2,6.7,16.6,24.2,10.1,1.63,9.3,566,Moderate
26.0,79.4,4.8,18.1,19.5,10.1,1.86,6.7,525,Moderate
26.8,76.2,48.1,54.3,24.5,4.6,1.58,7.5,451,Moderate
39.2,108.0,73.5,88.5,34.0,15.8,1.96,6.2,734,Hazardous
20.4,44.9,4.6,9.2,20.5,5.7,1.03,10.2,545,Good
31.7,106.5,14.7,21.2,33.0,18.0,1.98,4.1,661,Poor
17.5,51.6,7.5,22.3,18.4,16.8,1.56,10.7,284,Moderate
30.4,48.7,0.1,6.6,24.2,9.1,1.63,6.1,536,Moderate
25.8,87.9,7.3,19.7,30.0,16.8,1.38,5.5,326,Moderate
22.2,49.8,0.6,6.9,15.9,5.4,0.96,11.7,502,Good
30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516,Moderate
16.4,40.9,25.0,28.3,19.1,4.0,1.15,12.5,459,Good
23.8,58.4,13.1,23.2,11.3,6.3,0.94,10.0,437,Good
34.8,61.8,6.8,15.5,23.5,9.6,1.47,6.0,404,Moderate
22.9,57.2,66.5,80.9,25.4,6.9,1.53,5.3,682,Moderate
47.0,95.3,3.0,23.4,36.3,24.4,2.4,3.4,582,Hazardous
25.0,59.7,1.6,4.0,13.7,5.3,1.04,11.2,364,Good
34.6,48.6,4.5,15.6,26.6,13.0,1.42,12.0,410,Moderate
22.8,57.6,7.4,12.6,17.5,7.7,0.86,11.5,509,Good
25.8,55.8,18.9,26.4,19.9,7.3,1.0,12.0,579,Good
29.6,90.2,40.6,41.3,23.6,5.7,1.36,7.0,304,Moderate
40.6,85.2,31.6,44.8,30.5,19.0,2.66,4.5,554,Poor
36.6,59.5,12.9,20.4,33.3,9.1,1.41,5.7,588,Moderate
24.3,53.7,29.3,32.8,24.1,4.5,0.96,14.0,217,Good
30.0,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347,Moderate
33.2,76.6,6.9,23.1,31.0,17.1,2.06,4.8,804,Poor
21.0,70.6,8.1,10.4,25.0,4.5,0.88,10.1,220,Good
25.7,65.8,8.5,15.1,18.6,5.0,0.93,10.1,393,Good
29.4,82.3,3.9,8.8,23.7,5.9,0.92,10.9,266,Good
29.1,77.1,61.8,76.5,28.5,8.4,1.71,5.7,591,Moderate
36.1,81.4,44.9,50.8,33.5,15.6,1.42,5.3,660,Poor
33.0,90.1,35.3,49.5,31.2,7.4,1.6,6.2,358,Moderate
34.0,62.5,20.5,30.6,29.1,9.5,1.8,6.4,346,Moderate
20.1,55.0,8.5,10.7,24.6,6.3,1.07,17.2,431,Good
34.8,72.7,12.7,20.2,23.4,16.3,1.68,8.2,679,Moderate
29.5,68.8,1.2,7.0,13.6,6.1,0.98,11.1,368,Good
25.7,50.4,2.5,14.9,33.6,10.5,1.44,7.7,600,Moderate
22.9,80.0,12.1,18.3,23.8,2.5,1.09,12.8,189,Good
32.4,64.3,58.1,74.1,14.2,9.7,1.41,5.5,489,Moderate
34.4,86.3,28.4,50.6,34.5,42.3,2.28,3.2,685,Hazardous
28.7,65.0,12.0,18.3,27.3,6.2,0.99,10.3,331,Good
18.9,51.4,7.2,17.2,18.5,5.8,1.44,5.7,321,Moderate
24.5,50.7,1.4,8.1,15.3,2.4,1.02,10.6,258,Good
28.4,54.4,5.5,17.5,29.1,12.2,1.5,7.3,663,Moderate
31.3,46.6,1.4,7.5,21.8,4.4,0.87,10.8,233,Good
26.0,68.3,7.8,13.9,11.7,2.7,0.99,12.3,307,Good
20.9,68.0,3.9,11.2,19.7,5.9,1.05,14.3,416,Good
30.7,81.9,0.5,11.4,26.4,20.0,1.71,5.2,650,Moderate
24.1,47.7,15.6,17.9,17.7,2.9,1.02,12.9,426,Good
29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508,Moderate
28.9,80.8,3.6,13.5,33.8,10.5,1.28,8.3,438,Moderate
30.2,61.0,21.4,31.3,18.7,7.4,1.48,6.9,638,Moderate
22.0,47.7,2.9,6.0,16.3,7.0,0.9,13.9,379,Good
21.5,54.4,24.5,28.6,17.8,5.5,0.91,10.9,289,Good
22.7,68.4,14.6,25.8,26.5,3.0,1.37,5.4,321,Moderate
27.3,77.9,20.9,33.3,32.8,9.9,1.3,7.5,580,Moderate
28.4,75.5,13.1,26.9,20.0,14.1,1.72,5.8,402,Moderate
25.5,65.8,4.3,20.3,33.9,10.2,1.09,9.3,596,Moderate
36.2,95.0,9.8,31.8,34.3,24.1,2.12,6.9,681,Poor
23.4,68.9,14.2,18.2,18.4,6.7,0.93,10.7,265,Good
29.0,74.0,2.2,15.0,22.3,10.5,1.72,10.2,703,Moderate
24.9,46.1,3.2,10.4,16.9,4.1,0.94,11.9,242,Good
28.9,67.7,39.3,52.7,22.6,12.4,2.15,4.1,550,Poor
17.4,45.0,1.8,5.9,20.4,5.7,0.86,10.5,311,Good
26.2,57.2,3.9,3.9,20.0,3.9,0.94,14.9,290,Good
34.0,64.2,14.6,32.3,47.4,8.8,1.47,5.1,434,Poor
29.5,62.5,55.2,63.2,30.6,25.9,1.84,3.4,688,Poor
30.8,68.9,2.0,11.5,23.6,13.0,1.46,7.1,638,Moderate
21.9,71.1,36.9,36.2,33.3,9.6,1.67,5.6,594,Moderate
30.6,100.8,40.0,65.9,39.0,30.7,3.19,4.1,738,Hazardous
36.3,57.5,15.0,34.4,36.2,17.1,2.36,3.7,446,Poor
27.9,39.7,2.3,8.1,22.2,6.3,1.0,10.2,430,Good
29.8,91.3,3.6,10.8,34.6,14.0,1.09,7.0,649,Moderate
37.1,97.7,11.7,27.3,31.4,17.8,1.87,9.6,675,Poor
21.1,47.7,22.5,26.8,18.5,6.1,1.1,12.2,492,Good
25.9,41.0,1.8,0.1,20.4,3.5,1.13,15.2,293,Good
29.8,59.1,5.2,17.9,18.9,9.2,1.72,6.3,319,Moderate
37.6,94.4,19.5,27.3,50.3,6.2,2.47,3.7,889,Hazardous
31.2,99.0,29.4,59.3,38.7,18.5,1.79,11.0,639,Hazardous
38.0,77.7,49.8,65.9,42.7,17.2,2.02,6.2,750,Hazardous
25.5,47.4,9.5,8.9,25.2,5.9,1.24,10.6,404,Good
34.2,51.9,4.1,11.6,14.5,5.4,1.17,10.2,421,Good
27.1,36.1,9.8,16.2,18.6,5.5,0.91,10.3,311,Good
28.7,55.1,20.5,23.6,17.3,2.6,0.86,11.9,347,Good
28.4,76.8,22.0,33.3,20.4,10.9,1.46,5.8,552,Moderate
29.9,78.6,25.1,30.1,26.5,7.2,1.49,7.3,323,Moderate
29.8,62.8,22.2,32.8,36.9,1.1,1.55,5.0,437,Moderate
20.2,61.3,21.3,25.9,14.1,7.1,0.91,10.5,577,Good
29.2,72.1,25.5,32.3,13.3,5.7,1.08,10.9,358,Good
31.4,63.1,4.3,15.6,21.9,16.4,1.45,5.9,625,Moderate
20.1,47.4,1.8,4.3,24.1,5.8,0.89,11.4,551,Good
31.5,89.3,5.7,16.1,19.6,2.9,1.59,7.5,424,Moderate
26.4,52.6,4.7,12.5,24.1,5.6,0.91,10.4,500,Good
44.0,111.0,20.6,39.6,34.3,6.6,1.95,4.2,741,Poor
18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314,Good
26.8,52.0,14.8,20.5,26.8,2.2,0.76,10.9,395,Good
52.3,84.7,21.2,36.4,26.8,15.6,2.27,2.7,647,Hazardous
24.2,42.1,1.7,7.3,14.0,8.2,1.13,10.3,258,Good
38.8,75.4,114.4,140.5,27.8,16.1,2.45,14.7,783,Hazardous
38.2,63.5,63.5,77.9,32.4,6.8,2.3,5.0,458,Poor
34.1,73.4,5.5,12.2,20.9,4.6,1.0,10.1,188,Good
31.4,81.8,4.3,17.5,21.8,12.8,1.47,5.1,437,Moderate
32.1,66.3,19.9,28.8,33.3,20.6,1.68,6.5,474,Poor
22.2,76.9,2.5,5.7,20.6,6.0,0.92,11.3,339,Good
30.4,77.7,27.8,37.1,19.9,8.1,1.98,10.4,693,Moderate
38.4,70.3,1.4,13.2,29.4,10.6,1.74,6.3,406,Moderate
30.7,65.8,5.5,14.2,25.8,11.0,1.32,5.6,380,Moderate
26.5,41.4,6.8,11.8,26.6,6.4,0.88,12.4,383,Good
31.0,69.1,15.4,29.6,24.8,5.7,1.62,6.2,704,Moderate
27.6,79.3,14.0,40.2,37.6,10.6,2.24,3.6,608,Poor
31.9,57.1,4.4,12.0,27.0,7.7,1.23,6.1,395,Moderate
27.0,54.6,3.7,10.1,15.1,3.1,0.85,15.9,312,Good
33.5,81.2,23.4,56.5,34.2,27.2,1.95,3.7,600,Hazardous
47.0,98.2,104.7,108.8,43.9,31.4,3.08,7.7,494,Hazardous
24.9,93.1,12.5,18.1,25.0,2.9,2.26,8.6,473,Poor
23.7,66.3,9.6,17.0,16.6,8.0,1.07,11.3,516,Good
20.7,71.2,0.5,9.4,11.4,4.4,1.09,10.9,207,Good
22.4,52.4,2.8,11.1,19.1,6.3,0.83,10.3,339,Good
23.7,73.0,16.4,21.4,21.7,9.5,1.66,6.0,386,Moderate
18.1,50.3,10.3,15.5,19.8,19.8,1.69,7.3,440,Moderate
33.7,83.3,10.2,32.2,33.6,27.7,2.53,11.9,541,Poor
37.2,91.7,111.0,117.2,28.8,6.9,1.43,9.5,645,Moderate
35.4,90.6,7.5,27.8,27.2,26.1,2.29,4.3,754,Poor
35.4,100.2,20.5,33.2,34.4,11.7,1.85,5.1,440,Poor
32.9,49.6,24.0,28.5,22.0,8.8,1.64,5.3,518,Moderate
42.9,58.5,35.8,48.5,33.7,23.2,2.0,5.7,455,Poor
31.7,67.7,7.0,11.0,26.8,7.0,1.18,10.4,530,Good
42.2,73.2,6.5,20.3,53.8,23.7,2.41,3.7,633,Hazardous
13.4,65.8,4.0,7.0,25.1,0.9,0.74,11.6,322,Good
31.3,89.8,19.2,37.7,31.6,36.8,2.72,3.4,532,Hazardous
26.7,64.4,7.6,14.9,24.0,3.7,1.07,15.0,544,Good
23.9,73.6,2.0,12.0,18.5,3.2,1.08,11.1,239,Good
29.1,79.4,41.6,56.1,31.5,16.8,2.49,6.2,542,Poor
27.7,99.4,17.8,29.9,37.5,9.9,1.74,5.4,588,Poor
33.3,66.3,13.6,25.8,19.3,12.9,1.41,8.4,460,Moderate
34.0,50.8,1.3,14.1,20.6,13.4,1.4,5.0,485,Moderate
29.6,98.5,61.5,87.6,44.3,12.9,2.28,6.1,711,Poor
34.6,70.8,13.3,20.8,28.5,19.4,1.63,4.7,365,Poor
24.1,55.9,32.3,39.5,14.8,2.7,1.13,17.4,567,Good
35.1,82.5,3.8,13.0,45.4,3.9,2.24,3.7,703,Poor
35.1,81.5,1.7,10.9,29.1,11.0,1.48,11.5,337,Moderate
49.8,79.2,70.1,82.7,50.3,20.6,1.91,5.2,617,Poor
35.9,70.8,30.1,48.9,35.1,10.2,1.86,4.0,671,Poor
24.9,64.4,18.5,24.4,23.4,6.6,1.09,10.1,481,Good
26.1,68.6,8.8,14.4,16.9,1.3,1.06,11.3,424,Good
27.5,45.4,31.3,34.7,14.0,7.1,1.04,11.3,573,Good
24.1,39.7,9.6,14.8,23.9,4.6,0.92,13.4,350,Good
23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,Good
32.1,80.3,13.7,28.6,37.0,14.9,1.76,4.7,807,Poor
17.4,56.5,2.6,6.9,21.0,3.5,0.92,11.6,475,Good
31.4,93.4,11.6,27.1,19.2,16.0,1.77,8.7,383,Moderate
31.9,91.7,5.0,6.8,24.8,16.8,2.05,3.5,828,Poor
35.7,79.1,38.0,55.5,25.6,17.0,2.75,2.8,821,Hazardous
35.4,84.6,34.1,42.9,23.9,9.4,1.63,9.1,629,Moderate
26.1,48.0,17.3,22.3,18.6,2.0,1.02,11.2,313,Good
23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314,Good
23.5,60.1,0.4,7.2,17.2,6.1,1.02,10.1,384,Good
31.9,77.1,7.3,16.9,25.4,11.3,1.56,6.3,471,Moderate
35.7,94.8,13.5,38.4,33.2,11.0,1.65,3.9,749,Poor
32.8,51.1,8.0,13.4,13.3,4.6,0.93,11.9,410,Good
47.5,84.9,55.8,65.9,39.4,17.8,2.57,5.2,557,Hazardous
44.0,84.1,39.5,73.0,38.9,12.9,2.48,4.0,530,Hazardous
40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,Poor
29.2,45.9,1.9,10.9,29.4,5.5,1.1,6.1,647,Moderate
29.9,60.8,88.5,93.5,16.5,4.9,1.7,7.1,454,Moderate
27.4,62.4,2.8,9.2,23.0,3.2,1.14,10.2,243,Good
35.0,101.3,108.6,124.5,38.5,11.8,2.22,4.4,511,Poor
29.3,77.6,16.2,24.9,26.2,11.1,1.38,10.2,442,Moderate
29.4,54.3,9.2,15.5,29.3,8.6,1.49,10.6,405,Moderate
23.0,45.5,11.1,17.6,26.9,3.5,1.17,14.5,410,Good
24.7,55.9,18.5,23.2,18.6,2.7,0.94,10.5,365,Good
31.2,64.1,28.1,36.6,22.8,13.4,1.64,6.9,634,Moderate
40.6,95.1,37.4,46.7,42.9,21.3,2.16,2.8,679,Hazardous
23.6,73.0,10.5,13.8,17.1,6.3,1.03,10.4,571,Good
22.0,58.4,17.9,21.6,12.3,6.1,1.0,14.1,600,Good
24.5,65.3,29.4,38.1,33.4,2.0,1.23,6.0,616,Moderate
22.2,98.7,13.2,35.8,24.0,12.6,1.54,3.8,471,Poor
31.6,61.9,46.9,46.9,17.9,4.0,1.46,5.4,339,Moderate
26.3,52.6,3.7,8.9,27.3,7.8,1.03,10.8,246,Good
31.2,75.9,57.6,80.4,38.9,28.6,2.15,3.4,463,Poor
26.0,64.3,22.6,38.3,33.3,14.4,1.48,7.0,359,Moderate
23.2,60.0,4.7,7.3,26.3,7.5,0.98,11.5,535,Good
38.0,98.9,82.4,94.3,37.9,13.1,2.42,6.0,791,Poor
27.9,87.6,22.8,38.3,27.4,4.9,1.42,6.3,443,Moderate
21.7,50.0,21.5,25.1,12.2,7.0,1.13,11.1,311,Good
42.3,70.3,22.5,33.9,32.1,22.0,2.82,9.5,672,Hazardous
14.4,45.8,44.3,49.1,15.4,1.6,0.87,10.8,486,Good
23.2,74.3,4.1,7.7,19.0,2.1,1.1,10.1,274,Good
25.0,67.9,37.7,41.8,28.7,3.5,1.59,5.1,477,Moderate
23.3,66.1,0.8,5.2,18.4,5.7,0.89,10.3,492,Good
49.0,98.4,149.7,183.1,33.8,7.6,1.12,5.2,797,Hazardous
35.6,47.4,13.1,30.9,33.1,4.9,1.66,5.7,328,Moderate
24.8,76.1,0.8,9.4,15.0,1.9,0.86,10.8,458,Good
42.4,97.9,28.0,53.6,36.9,29.4,1.72,4.9,665,Poor
33.3,73.1,21.6,33.1,44.5,7.4,1.98,8.8,723,Poor
35.2,96.2,4.9,15.5,33.6,9.7,2.34,3.6,515,Poor
29.5,53.9,37.4,50.4,24.1,5.2,1.47,5.1,679,Moderate
21.2,55.6,3.4,5.4,25.2,2.8,0.88,11.3,404,Good
30.8,47.1,15.6,20.0,16.0,4.6,1.02,12.2,329,Good
25.1,47.4,1.9,6.0,24.0,8.4,1.0,10.9,265,Good
40.4,99.5,1.0,7.8,35.6,20.2,1.97,4.1,458,Poor
29.2,112.4,21.9,39.6,37.6,17.5,2.99,4.3,689,Hazardous
24.4,53.7,1.6,4.6,24.9,6.0,0.93,10.6,253,Good
35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692,Moderate
24.2,56.4,2.5,12.0,11.7,3.2,0.98,11.6,340,Good
19.7,41.0,3.1,5.5,14.3,1.3,1.08,10.3,509,Good
